Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Coco avant Chanel,6113834.0,48846765.0,20331557.5,23000000.0,2009-09-25,pg-13,107.0,sony pictures classics,based on real life events,drama,dramatization,unknown,55.0,6.5,6720.0,2009.0,25846765.0,112.37723913043479
Code 46,197148.0,197148.0,20331557.5,7500000.0,2004-08-06,r,107.0,mgm,unknown,unknown,science fiction,michael winterbottom,55.0,6.3,9608.0,2004.0,-7302852.0,-97.37136
Agent Cody Banks 2: Destination London,23514247.0,28703083.0,20331557.5,26000000.0,2004-03-12,pg,100.0,mgm,original screenplay,comedy,kids fiction,unknown,55.0,4.1,4063.0,2004.0,2703083.0,10.396473076923076
Agent Cody Banks,47545060.0,58240458.0,20331557.5,25000000.0,2003-03-14,pg,102.0,mgm,original screenplay,comedy,kids fiction,unknown,38.0,5.1,9527.0,2003.0,33240458.0,132.96183200000002
College,4694491.0,5629618.0,20331557.5,6000000.0,2008-08-29,r,94.0,mgm,original screenplay,comedy,contemporary fiction,unknown,5.0,4.3,6496.0,2008.0,-370382.0,-6.173033333333333
Company Man,146028.0,146028.0,20331557.5,12000000.0,2001-03-09,pg-13,107.0,unknown,unknown,unknown,unknown,unknown,55.0,5.0,1305.0,2001.0,-11853972.0,-98.7831
Come Early Morning,119452.0,119452.0,20331557.5,6000000.0,2006-11-10,r,107.0,idp/goldwyn/roadside,original screenplay,drama,contemporary fiction,joey lauren adams,83.0,6.2,1511.0,2006.0,-5880548.0,-98.00913333333334
Confidence,12212417.0,12212417.0,20331557.5,15000000.0,2003-04-25,r,107.0,lionsgate,original screenplay,drama,contemporary fiction,james foley,71.0,6.8,17111.0,2003.0,-2787583.0,-18.583886666666665
The Cooler,8291572.0,10464788.0,20331557.5,4000000.0,2003-11-26,r,107.0,lionsgate,original screenplay,drama,contemporary fiction,unknown,77.0,7.0,19072.0,2003.0,6464788.0,161.61970000000002
Copying Beethoven,355968.0,355968.0,20331557.5,11000000.0,2006-11-10,pg-13,104.0,mgm,based on real life events,drama,dramatization,unknown,55.0,6.8,5017.0,2006.0,-10644032.0,-96.76392727272727
Corky Romano,23978402.0,23978402.0,20331557.5,11000000.0,2001-10-12,pg-13,86.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,5.0,4.2,6739.0,2001.0,12978402.0,117.98547272727274
Coraline,75286229.0,124062750.0,46101073.0,60000000.0,2009-02-06,pg,100.0,focus features,based on book/short story,adventure,kids fiction,unknown,89.0,7.8,38464.0,2009.0,64062750.0,106.77125000000001
Confessions of a Teenage Drama Queen,29331068.0,33051296.0,20331557.5,15000000.0,2004-02-20,pg,89.0,walt disney pictures,based on book/short story,comedy,contemporary fiction,unknown,13.0,4.3,9976.0,2004.0,18051296.0,120.34197333333334
The Covenant,23364784.0,38164784.0,26360430.0,20000000.0,2006-09-08,pg-13,95.0,sony/screen gems,based on comic/graphic novel,thriller/suspense,contemporary fiction,renny harlin,3.0,4.8,17736.0,2006.0,18164784.0,90.82392
Cop Land,44906632.0,63706632.0,20331557.5,15000000.0,1997-08-15,r,105.0,miramax,original screenplay,drama,contemporary fiction,james mangold,71.0,6.9,35192.0,1997.0,48706632.0,324.71088
Cradle Will Rock,2899970.0,2899970.0,20331557.5,32000000.0,1999-12-08,r,107.0,walt disney pictures,original screenplay,drama,dramatization,tim robbins,64.0,6.7,6127.0,1999.0,-29100030.0,-90.93759375
Crank,27838408.0,33824696.0,28776986.0,12000000.0,2006-09-01,r,88.0,lionsgate,original screenplay,action,contemporary fiction,unknown,61.0,7.1,71094.0,2006.0,21824696.0,181.87246666666667
Crash,3357324.0,3357324.0,20331557.5,10000000.0,1996-10-04,r,107.0,fine line,based on book/short story,drama,contemporary fiction,david cronenberg,65.0,6.1,20886.0,1996.0,-6642676.0,-66.42676
The Crazies,39123589.0,43027734.0,8835872.0,20000000.0,2010-02-26,r,107.0,overture films,remake,horror,contemporary fiction,unknown,71.0,6.7,21135.0,2010.0,23027734.0,115.13867
Crazy in Alabama,1954202.0,1954202.0,20331557.5,15000000.0,1999-10-22,pg-13,107.0,sony pictures,based on book/short story,drama,contemporary fiction,antonio banderas,31.0,5.7,3991.0,1999.0,-13045798.0,-86.97198666666667
The Crew,13019253.0,13019253.0,20331557.5,23000000.0,2000-08-25,pg-13,107.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,19.0,6.0,1307.0,2000.0,-9980747.0,-43.39455217391304
Cradle 2 the Grave,34657731.0,56434942.0,20331557.5,25000000.0,2003-02-28,r,101.0,warner bros.,original screenplay,horror,contemporary fiction,andrzej bartkowiak,26.0,5.4,14834.0,2003.0,31434942.0,125.739768
Crocodile Hunter: Collision Course,28436931.0,33436931.0,20331557.5,12500000.0,2002-07-12,pg,90.0,mgm,based on tv,comedy,contemporary fiction,unknown,55.0,6.4,15106.0,2002.0,20936931.0,167.495448
The In Crowd,5217498.0,5217498.0,20331557.5,15000000.0,2000-07-19,pg-13,107.0,warner bros.,original screenplay,thriller/suspense,contemporary fiction,unknown,2.0,4.2,2720.0,2000.0,-9782502.0,-65.21668000000001
The Corruptor,15164492.0,15164492.0,20331557.5,10000000.0,1999-03-12,r,110.0,new line,original screenplay,action,contemporary fiction,james foley,48.0,5.8,9008.0,1999.0,5164492.0,51.644920000000006
Man cheng jin dai huang jin jia,6566773.0,75566773.0,10581873.0,45000000.0,2006-12-21,r,113.0,sony pictures classics,based on play,action,historical fiction,yimou zhang,55.0,7.0,17975.0,2006.0,30566773.0,67.92616222222222
Crash,54557348.0,98387109.0,20331557.5,6500000.0,2005-05-06,r,107.0,lionsgate,original screenplay,drama,contemporary fiction,paul haggis,75.0,6.1,20886.0,2005.0,91887109.0,1413.6478307692307
Crossroads,37188667.0,57000000.0,20331557.5,12000000.0,2002-02-15,pg-13,93.0,paramount pictures,original screenplay,drama,contemporary fiction,unknown,14.0,6.6,4894.0,2002.0,45000000.0,375.0
The Count of Monte Cristo,54228104.0,54228104.0,20331557.5,40000000.0,2002-01-25,pg-13,131.0,walt disney pictures,based on book/short story,drama,historical fiction,kevin reynolds,74.0,7.6,40605.0,2002.0,14228104.0,35.57026
Cruel Intentions,38230075.0,75803716.0,20331557.5,11000000.0,1999-03-05,r,95.0,sony pictures,based on book/short story,drama,contemporary fiction,roger kumble,47.0,6.7,66861.0,1999.0,64803716.0,589.1246909090909
The Cry of the Owl,0.0,0.0,20331557.5,11500000.0,2009-11-27,r,107.0,unknown,based on book/short story,thriller/suspense,contemporary fiction,unknown,14.0,6.2,1244.0,2009.0,-11500000.0,-100.0
Cry Wolf,10047674.0,15585495.0,20331557.5,1000000.0,2005-09-16,pg-13,107.0,focus/rogue pictures,original screenplay,thriller/suspense,contemporary fiction,unknown,24.0,6.4,372.0,2005.0,14585495.0,1458.5495
Crazy Heart,39462438.0,47163756.0,13929671.0,8500000.0,2009-12-16,r,107.0,fox searchlight,original screenplay,drama,contemporary fiction,unknown,92.0,7.4,17255.0,2009.0,38663756.0,454.8677176470588
crazy/beautiful,16929123.0,19929123.0,20331557.5,13000000.0,2001-06-29,pg-13,107.0,walt disney pictures,original screenplay,drama,contemporary fiction,unknown,55.0,6.3,12102.0,2001.0,6929123.0,53.300946153846155
The Last Castle,18208078.0,20541668.0,20331557.5,60000000.0,2001-10-19,r,107.0,dreamworks skg,original screenplay,drama,contemporary fiction,rod lurie,52.0,6.5,21621.0,2001.0,-39458332.0,-65.76388666666666
Clockstoppers,36985501.0,38788828.0,20331557.5,26000000.0,2002-03-29,pg,94.0,paramount pictures,original screenplay,adventure,science fiction,jonathan frakes,28.0,5.0,6392.0,2002.0,12788828.0,49.187799999999996
Catch That Kid,16703799.0,16930762.0,20331557.5,18000000.0,2004-02-06,pg,107.0,20th century fox,remake,adventure,contemporary fiction,unknown,55.0,4.7,3038.0,2004.0,-1069238.0,-5.940211111111111
The City of Your Final Destination,493296.0,493296.0,20331557.5,8300000.0,2010-04-16,pg-13,114.0,hyde park films,based on book/short story,drama,contemporary fiction,james ivory,40.0,6.6,430.0,2010.0,-7806704.0,-94.05667469879518
Cidade de Deus,7563397.0,28763397.0,20331557.5,3300000.0,2003-01-17,r,107.0,miramax,based on book/short story,drama,contemporary fiction,katia lund,55.0,8.8,166897.0,2003.0,25463397.0,771.6180909090908
City of Ghosts,325491.0,325491.0,20331557.5,17500000.0,2003-04-25,r,107.0,mgm,original screenplay,drama,contemporary fiction,matt dillon,55.0,5.9,2880.0,2003.0,-17174509.0,-98.14005142857143
City by the Sea,22433915.0,22433915.0,20331557.5,40000000.0,2002-09-06,r,107.0,warner bros.,based on magazine article,drama,contemporary fiction,michael caton-jones,48.0,6.1,13487.0,2002.0,-17566085.0,-43.9152125
The Cube,489220.0,489220.0,20331557.5,250000.0,1998-09-11,unknown,107.0,unknown,unknown,unknown,unknown,unknown,55.0,7.1,202.0,1998.0,239220.0,95.68799999999999
Coyote Ugly,60786269.0,115786269.0,20331557.5,45000000.0,2000-08-04,pg-13,101.0,walt disney pictures,based on real life events,drama,contemporary fiction,unknown,21.0,5.3,33808.0,2000.0,70786269.0,157.30282
Curious George,58640119.0,70114174.0,47809786.0,50000000.0,2006-02-10,g,107.0,universal,based on book/short story,comedy,contemporary fiction,unknown,69.0,6.7,5393.0,2006.0,20114174.0,40.228348000000004
Cursed,19294901.0,25114901.0,20331557.5,35000000.0,2005-02-25,pg-13,107.0,miramax/dimension,original screenplay,horror,fantasy,wes craven,55.0,4.8,14425.0,2005.0,-9885099.0,-28.24314
Civil Brand,254293.0,254293.0,20331557.5,500000.0,2003-08-29,r,107.0,lionsgate,original screenplay,drama,contemporary fiction,unknown,55.0,4.9,340.0,2003.0,-245707.0,-49.141400000000004
Charlie Wilson's War,66661095.0,118661095.0,17517037.0,75000000.0,2007-12-21,r,107.0,universal,based on book/short story,drama,dramatization,mike nichols,81.0,7.3,43168.0,2007.0,43661095.0,58.21479333333334
Cyrus,7426671.0,8514729.0,20331557.5,7000000.0,2010-06-18,r,107.0,fox searchlight,original screenplay,comedy,unknown,mark duplass,81.0,6.4,15106.0,2010.0,1514729.0,21.638985714285713
Daddy Day Care,104148781.0,164285587.0,20331557.5,60000000.0,2003-05-09,pg,92.0,sony pictures,original screenplay,comedy,contemporary fiction,steve carr,28.0,5.5,14944.0,2003.0,104285587.0,173.80931166666667
The Black Dahlia,22672813.0,46672813.0,12350794.0,60000000.0,2006-09-15,r,121.0,universal,based on book/short story,thriller/suspense,historical fiction,brian de palma,33.0,5.6,35210.0,2006.0,-13327187.0,-22.21197833333333
Diary of a Mad Black Woman,50406346.0,50425450.0,20331557.5,5500000.0,2005-02-25,pg-13,116.0,lionsgate,based on play,drama,contemporary fiction,unknown,16.0,4.9,5565.0,2005.0,44925450.0,816.8263636363637
Dance Flick,25662155.0,32092761.0,20331557.5,25000000.0,2009-05-22,pg-13,83.0,paramount pictures,original screenplay,comedy,contemporary fiction,damien wayans,17.0,3.4,5002.0,2009.0,7092761.0,28.371044
"Dancer, Texas Pop. 81",574838.0,574838.0,20331557.5,2300000.0,1998-05-01,pg,107.0,sony pictures,original screenplay,comedy,contemporary fiction,unknown,80.0,6.4,15106.0,1998.0,-1725162.0,-75.00704347826087
Dark City,14435076.0,27257061.0,20331557.5,27000000.0,1998-02-27,r,107.0,new line,original screenplay,thriller/suspense,fantasy,alex proyas,77.0,7.8,62991.0,1998.0,257061.0,0.9520777777777777
Donnie Darko,1270522.0,4116307.0,20331557.5,4500000.0,2001-10-26,r,107.0,newmarket films,original screenplay,drama,fantasy,richard kelly,84.0,8.3,210713.0,2001.0,-383693.0,-8.52651111111111
Dark Water,25473093.0,49473093.0,20331557.5,60000000.0,2005-07-08,pg-13,107.0,walt disney pictures,remake,thriller/suspense,fantasy,walter salles,46.0,5.6,19652.0,2005.0,-10526907.0,-17.544845000000002
Win a Date with Tad Hamilton!,16980098.0,16980098.0,20331557.5,24000000.0,2004-01-23,pg-13,107.0,dreamworks skg,original screenplay,romantic comedy,contemporary fiction,robert luketic,52.0,5.7,10366.0,2004.0,-7019902.0,-29.249591666666667
Date Night,98711404.0,152253432.0,19432795.0,55000000.0,2010-04-09,pg-13,107.0,20th century fox,original screenplay,comedy,contemporary fiction,shawn levy,67.0,6.5,22925.0,2010.0,97253432.0,176.8244218181818
Dawn of the Dead,58990765.0,102290765.0,20331557.5,28000000.0,2004-03-19,r,100.0,universal,remake,horror,science fiction,zack snyder,76.0,7.4,73875.0,2004.0,74290765.0,265.3241607142857
Daybreakers,30101577.0,48969954.0,11463099.0,20000000.0,2010-01-08,r,107.0,lionsgate,original screenplay,thriller/suspense,science fiction,michael spierig,55.0,6.6,28241.0,2010.0,28969954.0,144.84977
Day of the Dead,0.0,0.0,20331557.5,18000000.0,2008-04-08,r,107.0,warner bros.,remake,horror,fantasy,steve miner,55.0,4.5,8395.0,2008.0,-18000000.0,-100.0
The Great Debaters,30226144.0,30226144.0,24133037.0,15000000.0,2007-12-25,pg-13,130.0,weinstein co.,based on real life events,drama,dramatization,denzel washington,79.0,7.6,14530.0,2007.0,15226144.0,101.50762666666667
Der Baader Meinhof Komplex,476270.0,16498827.0,20331557.5,19700000.0,2009-08-21,r,149.0,vitagraph films,unknown,unknown,unknown,unknown,55.0,7.4,10383.0,2009.0,-3201173.0,-16.249609137055838
Deep Blue Sea,73648228.0,165048228.0,20331557.5,60000000.0,1999-07-28,r,105.0,warner bros.,original screenplay,action,contemporary fiction,renny harlin,57.0,5.6,44191.0,1999.0,105048228.0,175.08038
Drive Me Crazy,17843379.0,22591451.0,20331557.5,8000000.0,1999-10-01,pg-13,91.0,20th century fox,based on book/short story,comedy,contemporary fiction,john schultz,26.0,5.1,6968.0,1999.0,14591451.0,182.3931375
Dave Chappelle's Block Party,11718595.0,12051924.0,18713941.0,3000000.0,2006-03-03,r,107.0,focus features,based on real life events,documentary,factual,michel gondry,55.0,6.4,15106.0,2006.0,9051924.0,301.7308
Dancer in the Dark,4157491.0,45557491.0,20331557.5,12500000.0,2000-09-22,r,107.0,fine line,original screenplay,musical,contemporary fiction,unknown,68.0,7.8,36542.0,2000.0,33057491.0,264.459928
Diary of the Dead,952620.0,4726656.0,4653193.0,2750000.0,2008-02-15,r,107.0,weinstein co.,original screenplay,horror,fantasy,george a. romero,55.0,6.0,20792.0,2008.0,1976656.0,71.8784
Dear John,80014842.0,112014842.0,19179552.0,25000000.0,2010-02-05,pg-13,107.0,sony/screen gems,based on book/short story,drama,contemporary fiction,lasse hallstrom,28.0,7.0,246.0,2010.0,87014842.0,348.059368
Dear Wendy,23106.0,446438.0,20331557.5,8000000.0,2005-09-23,,107.0,wellspring,original screenplay,drama,unknown,thomas vinterberg,37.0,6.6,5574.0,2005.0,-7553562.0,-94.41952500000001
D.E.B.S.,96793.0,96793.0,20331557.5,3500000.0,2005-03-25,pg-13,107.0,samuel goldwyn films,original screenplay,action,unknown,angela robinson,55.0,5.1,6675.0,2005.0,-3403207.0,-97.23448571428571
Deconstructing Harry,10686841.0,10686841.0,20331557.5,20000000.0,1997-12-12,r,107.0,fine line,original screenplay,romantic comedy,contemporary fiction,woody allen,70.0,7.2,16820.0,1997.0,-9313159.0,-46.565795
The Deep End of the Ocean,13508635.0,13508635.0,20331557.5,40000000.0,1999-03-12,pg-13,107.0,sony pictures,based on book/short story,drama,contemporary fiction,unknown,42.0,6.0,5790.0,1999.0,-26491365.0,-66.2284125
Deep Rising,11203026.0,11203026.0,20331557.5,45000000.0,1998-01-30,r,107.0,walt disney pictures,original screenplay,action,contemporary fiction,stephen sommers,30.0,5.7,12484.0,1998.0,-33796974.0,-75.10438666666667
"Definitely, Maybe",32241649.0,55534224.0,12928344.0,7000000.0,2008-02-14,pg-13,107.0,universal,original screenplay,romantic comedy,contemporary fiction,unknown,71.0,6.4,15106.0,2008.0,48534224.0,693.3460571428571
Death at a Funeral,42739347.0,42739347.0,9750680.0,21000000.0,2010-04-16,r,107.0,sony pictures,remake,comedy,contemporary fiction,neil labute,38.0,5.1,6628.0,2010.0,21739347.0,103.5207
Delgo,915840.0,915840.0,20331557.5,40000000.0,2008-12-12,pg,88.0,freestyle releasing,original screenplay,adventure,kids fiction,unknown,12.0,4.4,1177.0,2008.0,-39084160.0,-97.71039999999999
Deuce Bigalow: European Gigolo,22400154.0,44400154.0,20331557.5,22000000.0,2005-08-12,r,107.0,sony pictures,original screenplay,comedy,contemporary fiction,unknown,10.0,4.3,18228.0,2005.0,22400154.0,101.81888181818182
Deuce Bigalow: Male Gigolo,65535067.0,92935067.0,20331557.5,18000000.0,1999-12-10,r,88.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,23.0,5.6,25397.0,1999.0,74935067.0,416.3059277777778
Darkness Falls,32539681.0,32539681.0,20331557.5,7000000.0,2003-01-24,pg-13,86.0,sony pictures,original screenplay,horror,fantasy,unknown,8.0,4.6,12771.0,2003.0,25539681.0,364.8525857142857
Defiance,28644813.0,42268745.0,13421577.0,50000000.0,2008-12-31,r,107.0,paramount vantage,original screenplay,drama,historical fiction,edward zwick,56.0,5.9,362.0,2008.0,-7731255.0,-15.462509999999998
A Dog of Flanders,2165637.0,2165637.0,20331557.5,7000000.0,1999-08-27,pg,107.0,warner bros.,based on book/short story,drama,historical fiction,unknown,17.0,5.9,482.0,1999.0,-4834363.0,-69.06232857142857
Dragonfly,30063805.0,30063805.0,20331557.5,60000000.0,2002-02-22,pg-13,104.0,universal,original screenplay,drama,fantasy,tom shadyac,7.0,5.8,14098.0,2002.0,-29936195.0,-49.893658333333335
The Dead Girl,19875.0,19875.0,20331557.5,3300000.0,2006-12-29,r,107.0,first look,original screenplay,thriller/suspense,contemporary fiction,unknown,73.0,6.8,7122.0,2006.0,-3280125.0,-99.39772727272728
The Lords of Dogtown,11273517.0,11354893.0,20331557.5,25000000.0,2005-06-03,pg-13,107.0,sony/tristar,original screenplay,action,dramatization,catherine hardwicke,55.0,6.4,15106.0,2005.0,-13645107.0,-54.580428000000005
Dick,6276869.0,6276869.0,20331557.5,13000000.0,1999-08-04,pg-13,107.0,sony pictures,original screenplay,comedy,historical fiction,andrew fleming,70.0,6.1,10451.0,1999.0,-6723131.0,-51.7163923076923
Digimon: The Movie,9628751.0,16628751.0,20331557.5,5000000.0,2000-10-06,pg,107.0,20th century fox,based on tv,adventure,kids fiction,unknown,55.0,4.6,1727.0,2000.0,11628751.0,232.57502
Dirty Work,10020081.0,10020081.0,20331557.5,13000000.0,1998-06-12,pg-13,107.0,mgm,original screenplay,comedy,contemporary fiction,unknown,17.0,4.8,207.0,1998.0,-2979919.0,-22.922453846153847
Banlieue 13,1200216.0,11208291.0,20331557.5,15000000.0,2006-06-02,r,85.0,magnolia pictures,original screenplay,action,science fiction,pierre morel,55.0,7.1,21427.0,2006.0,-3791709.0,-25.278060000000004
Disturbing Behavior,17507368.0,17507368.0,20331557.5,15000000.0,1998-07-24,r,83.0,mgm,original screenplay,thriller/suspense,contemporary fiction,unknown,30.0,5.2,9394.0,1998.0,2507368.0,16.715786666666666
Le Scaphandre et le Papillon,5990075.0,19689095.0,2354497.0,14000000.0,2007-11-30,pg-13,107.0,miramax,based on book/short story,drama,dramatization,julian schnabel,55.0,8.0,31172.0,2007.0,5689095.0,40.63639285714286
Dark Blue,9237470.0,11933396.0,20331557.5,15000000.0,2003-02-21,r,107.0,mgm,original screenplay,drama,contemporary fiction,ron shelton,57.0,6.6,10881.0,2003.0,-3066604.0,-20.444026666666666
Dreaming of Joseph Lees,7680.0,7680.0,20331557.5,3250000.0,1999-10-29,r,107.0,fox searchlight,unknown,unknown,unknown,unknown,55.0,5.8,520.0,1999.0,-3242320.0,-99.76369230769231
